"Candidate","Total"
"Danny Tarkanian (R-Nev)","$5000"
"Justin Amash (R-Mich)","$3000"
"Louis B Gohmert Jr. (R-Texas)","$3000"
"Steven A. King (R-Iowa)","$3000"
"Lee Bright (R-SC)","$2000"
"Shak Hill (R-Va)","$1000"
"Melanie Leneghan (R-Ohio)","$1000"
"Thomas Massie (R-Ky)","$1000"
"Ralph Norman (R-SC)","$1000"
"Wendy Rogers (R-Ariz)","$1000"
"Greg Steube (R-Fla)","$500"
"Nathan Dahm (R-Okla)","$0"
"Kathaleen Wall (R-Texas)","$0"
